Rent,Size,BHK,Bathroom,Furnishing Status_Furnished,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,City_Bangalore,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai
3000,160,1,1,False,False,True,False,False,False,False,True,False
14000,1200,2,2,False,False,True,False,False,False,False,True,False
18000,700,1,1,True,False,False,False,False,False,False,True,False
3500,1000,1,1,False,True,False,False,False,False,False,True,False
16000,1250,2,2,False,False,True,False,False,False,False,True,False
35000,1600,4,3,False,False,True,False,False,False,False,True,False
21000,700,2,1,False,True,False,False,False,False,False,True,False
4500,450,1,1,False,False,True,False,False,False,False,True,False
15000,839,2,2,False,True,False,False,False,False,False,True,False
4500,230,1,1,False,False,True,False,False,False,False,True,False
5500,1800,1,1,False,False,True,False,False,False,False,True,False
8500,800,2,2,False,False,True,False,False,False,False,True,False
5000,500,1,1,False,True,False,False,False,False,False,True,False
8500,620,2,1,False,False,True,False,False,False,False,True,False
9000,650,2,1,False,False,True,False,False,False,False,True,False
7500,550,1,1,False,True,False,False,False,False,False,True,False
7000,450,2,2,True,False,False,False,False,False,False,True,False
15000,1350,3,2,False,False,True,False,False,False,False,True,False
7000,600,2,2,False,True,False,False,False,False,False,True,False
10000,1200,3,1,True,False,False,False,False,False,False,True,False
7000,700,2,1,False,False,True,False,False,False,False,True,False
3200,800,3,2,True,False,False,False,False,False,False,True,False
6000,600,2,1,False,True,False,False,False,False,False,True,False
12000,900,2,2,False,False,True,False,False,False,False,True,False
6000,750,2,1,False,False,True,False,False,False,False,True,False
10000,1250,3,2,False,False,True,False,False,False,False,True,False
12000,1000,3,3,False,True,False,False,False,False,False,True,False
8000,600,2,1,False,True,False,False,False,False,False,True,False
5300,650,2,1,False,False,True,False,False,False,False,True,False
5000,450,2,1,False,False,True,False,False,False,False,True,False
8500,800,3,2,False,False,True,False,False,False,False,True,False
22000,1000,3,2,False,True,False,False,False,False,False,True,False
7000,1000,2,1,False,False,True,False,False,False,False,True,False
25000,1400,3,3,True,False,False,False,False,False,False,True,False
7000,600,2,1,False,True,False,False,False,False,False,True,False
15000,723,2,1,True,False,False,False,False,False,False,True,False
6000,320,1,1,False,False,True,False,False,False,False,True,False
8000,900,2,1,False,True,False,False,False,False,False,True,False
40000,1400,3,2,True,False,False,False,False,False,False,True,False
6000,2160,1,1,False,True,False,False,False,False,False,True,False
15000,650,2,1,False,True,False,False,False,False,False,True,False
6500,800,2,1,False,True,False,False,False,False,False,True,False
8000,800,3,1,False,True,False,False,False,False,False,True,False
5500,500,1,1,False,False,True,False,False,False,False,True,False
9000,1700,3,2,False,True,False,False,False,False,False,True,False
6000,130,1,1,False,True,False,False,False,False,False,True,False
15000,505,1,1,True,False,False,False,False,False,False,True,False
30000,4000,4,3,True,False,False,False,False,False,False,True,False
30000,1250,3,2,False,False,True,False,False,False,False,True,False
5000,700,1,1,False,False,True,False,False,False,False,True,False
15000,900,2,1,False,False,True,False,False,False,False,True,False
6500,650,1,1,False,True,False,False,False,False,False,True,False
4500,750,2,1,True,False,False,False,False,False,False,True,False
7000,450,2,1,False,False,True,False,False,False,False,True,False
6500,350,1,1,False,True,False,False,False,False,False,True,False
17500,480,1,2,True,False,False,False,False,False,False,True,False
10000,900,2,1,False,False,True,False,False,False,False,True,False
1500,200,1,1,False,True,False,False,False,False,False,True,False
25000,1100,3,3,False,False,True,False,False,False,False,True,False
12000,800,2,1,False,False,True,False,False,False,False,True,False
7500,1000,3,2,True,False,False,False,False,False,False,True,False
7000,800,1,1,False,False,True,False,False,False,False,True,False
3500,200,1,1,False,True,False,False,False,False,False,True,False
10000,1190,3,2,False,False,True,False,False,False,False,True,False
14000,900,2,2,False,False,True,False,False,False,False,True,False
15000,1500,2,2,False,False,True,False,False,False,False,True,False
6500,600,2,1,False,False,True,False,False,False,False,True,False
10000,800,3,1,False,False,True,False,False,False,False,True,False
10500,800,2,2,False,False,True,False,False,False,False,True,False
10000,900,3,2,False,True,False,False,False,False,False,True,False
5000,350,1,1,False,True,False,False,False,False,False,True,False
9000,800,2,1,False,False,True,False,False,False,False,True,False
20000,1600,2,2,False,False,True,False,False,False,False,True,False
35000,1012,3,2,False,True,False,False,False,False,False,True,False
15000,1200,3,2,False,False,True,False,False,False,False,True,False
20000,700,2,1,True,False,False,False,False,False,False,True,False
12000,1000,2,1,False,True,False,False,False,False,False,True,False
8000,800,2,1,False,False,True,False,False,False,False,True,False
3000,500,1,1,False,True,False,False,False,False,False,True,False
20000,1200,3,2,False,True,False,False,False,False,False,True,False
9000,450,1,1,False,False,True,False,False,False,False,True,False
13000,950,3,2,False,False,True,False,False,False,False,True,False
7000,350,1,1,False,False,True,False,False,False,False,True,False
9000,450,1,1,False,False,True,False,False,False,False,True,False
9000,550,1,1,False,True,False,False,False,False,False,True,False
10000,300,2,1,False,False,True,False,False,False,False,True,False
15000,1250,3,2,False,True,False,False,False,False,False,True,False
7000,700,2,1,False,False,True,False,False,False,False,True,False
8000,812,3,2,False,False,True,False,False,False,False,True,False
8000,550,2,1,False,False,True,False,False,False,False,True,False
5000,500,1,1,False,True,False,False,False,False,False,True,False
14000,320,1,1,True,False,False,False,False,False,False,True,False
5000,600,2,1,False,False,True,False,False,False,False,True,False
5000,420,2,1,False,False,True,False,False,False,False,True,False
12000,1100,3,1,False,False,True,False,False,False,False,True,False
3200,220,1,1,False,False,True,False,False,False,False,True,False
8500,700,2,2,False,True,False,False,False,False,False,True,False
16000,1200,3,2,False,False,True,False,False,False,False,True,False
14000,800,2,2,False,False,True,False,False,False,False,True,False
8000,300,1,1,True,False,False,False,False,False,False,True,False
7000,650,2,1,False,False,True,False,False,False,False,True,False
8000,600,1,1,True,False,False,False,False,False,False,True,False
3000,350,1,1,False,False,True,False,False,False,False,True,False
3800,500,1,1,False,False,True,False,False,False,False,True,False
6500,400,1,1,False,False,True,False,False,False,False,True,False
20000,1750,3,3,False,True,False,False,False,False,False,True,False
30000,1600,3,2,False,False,True,False,False,False,False,True,False
8000,300,1,1,False,True,False,False,False,False,False,True,False
14000,1100,2,2,False,True,False,False,False,False,False,True,False
7200,830,2,1,False,False,True,False,False,False,False,True,False
7000,600,2,2,False,True,False,False,False,False,False,True,False
7000,500,1,2,False,False,True,False,False,False,False,True,False
7500,900,2,1,False,False,True,False,False,False,False,True,False
8500,1250,2,2,False,False,True,False,False,False,False,True,False
12000,700,2,1,False,False,True,False,False,False,False,True,False
8500,850,1,2,False,False,True,False,False,False,False,True,False
9500,550,2,1,False,False,True,False,False,False,False,True,False
7500,550,2,2,True,False,False,False,False,False,False,True,False
12000,1200,2,1,False,False,True,False,False,False,False,True,False
20000,1100,3,2,False,False,True,False,False,False,False,True,False
8500,650,2,1,False,True,False,False,False,False,False,True,False
20000,1050,3,2,False,False,True,False,False,False,False,True,False
6000,960,2,2,False,True,False,False,False,False,False,True,False
5500,650,2,2,False,False,True,False,False,False,False,True,False
7000,550,1,1,False,True,False,False,False,False,False,True,False
7000,500,2,2,False,True,False,False,False,False,False,True,False
6500,450,1,1,False,False,True,False,False,False,False,True,False
10000,850,2,2,False,False,True,False,False,False,False,True,False
5200,300,1,1,False,False,True,False,False,False,False,True,False
13000,1000,2,3,False,True,False,False,False,False,False,True,False
7000,500,2,1,False,False,True,False,False,False,False,True,False
12000,756,2,1,False,True,False,False,False,False,False,True,False
15000,1000,1,1,False,False,True,False,False,False,False,True,False
5000,150,1,1,False,False,True,False,False,False,False,True,False
8000,800,1,1,False,False,True,False,False,False,False,True,False
8000,700,2,2,False,False,True,False,False,False,False,True,False
5000,420,1,1,False,False,True,False,False,False,False,True,False
10000,800,2,1,False,False,True,False,False,False,False,True,False
12000,288,2,1,False,False,True,False,False,False,False,True,False
8000,900,2,2,False,False,True,False,False,False,False,True,False
21000,850,2,2,False,False,True,False,False,False,False,True,False
5000,350,1,1,False,False,True,False,False,False,False,True,False
9000,600,2,1,False,False,True,False,False,False,False,True,False
8000,1600,2,1,False,True,False,False,False,False,False,True,False
7000,986,2,1,False,False,True,False,False,False,False,True,False
35000,1330,3,2,False,False,True,False,False,False,False,True,False
15000,1300,3,2,False,True,False,False,False,False,False,True,False
6200,800,2,1,False,False,True,False,False,False,False,True,False
9900,800,2,1,False,False,True,False,False,False,False,True,False
7000,850,2,1,False,False,True,False,False,False,False,True,False
5000,322,1,1,False,False,True,False,False,False,False,True,False
6500,800,2,1,True,False,False,False,False,False,False,True,False
40000,1500,4,2,False,False,True,False,False,False,False,True,False
40000,3500,3,2,False,True,False,False,False,False,False,True,False
12000,957,2,2,True,False,False,False,False,False,False,True,False
6500,850,1,1,False,False,True,False,False,False,False,True,False
10000,900,2,2,False,False,True,False,False,False,False,True,False
15000,600,2,1,False,True,False,False,False,False,False,True,False
5000,350,1,1,False,True,False,False,False,False,False,True,False
7000,800,2,1,False,False,True,False,False,False,False,True,False
6000,320,2,1,False,False,True,False,False,False,False,True,False
15000,800,3,1,False,False,True,False,False,False,False,True,False
10000,700,2,2,False,True,False,False,False,False,False,True,False
22000,1200,2,2,False,True,False,False,False,False,False,True,False
8500,750,2,1,False,True,False,False,False,False,False,True,False
35000,1200,3,3,False,True,False,False,False,False,False,True,False
7000,450,2,1,False,False,True,False,False,False,False,True,False
8500,1430,3,1,False,True,False,False,False,False,False,True,False
6000,450,2,1,False,False,True,False,False,False,False,True,False
35000,800,4,3,False,True,False,False,False,False,False,True,False
6000,400,1,1,False,False,True,False,False,False,False,True,False
8000,650,2,1,False,False,True,False,False,False,False,True,False
5000,450,1,1,False,False,True,False,False,False,False,True,False
6000,600,2,1,False,False,True,False,False,False,False,True,False
15000,1200,3,2,False,False,True,False,False,False,False,True,False
9000,700,2,1,False,False,True,False,False,False,False,True,False
5000,300,1,1,False,False,True,False,False,False,False,True,False
8000,1200,3,3,False,False,True,False,False,False,False,True,False
35000,1300,3,2,False,False,True,False,False,False,False,True,False
5500,400,1,1,False,False,True,False,False,False,False,True,False
35000,1320,3,2,False,False,True,False,False,False,False,True,False
11000,1000,2,2,True,False,False,False,False,False,False,True,False
10000,700,2,1,False,False,True,False,False,False,False,True,False
6500,800,2,2,False,False,True,False,False,False,False,True,False
6000,900,2,1,True,False,False,False,False,False,False,True,False
36125,1700,3,2,False,False,True,False,False,False,False,True,False
6800,600,2,1,False,False,True,False,False,False,False,True,False
8500,850,2,2,False,False,True,False,False,False,False,True,False
5000,550,2,1,False,False,True,False,False,False,False,True,False
6500,650,1,1,True,False,False,False,False,False,False,True,False
6500,800,1,1,False,False,True,False,False,False,False,True,False
4500,475,2,1,False,False,True,False,False,False,False,True,False
6000,200,1,1,False,False,True,False,False,False,False,True,False
10000,400,1,1,False,False,True,False,False,False,False,True,False
12000,500,1,1,True,False,False,False,False,False,False,True,False
12000,550,2,1,False,False,True,False,False,False,False,True,False
12000,800,2,1,False,False,True,False,False,False,False,True,False
9000,1000,2,2,True,False,False,False,False,False,False,True,False
5000,400,1,1,False,True,False,False,False,False,False,True,False
6000,300,1,1,False,False,True,False,False,False,False,True,False
5500,450,2,1,False,False,True,False,False,False,False,True,False
5500,450,2,1,False,False,True,False,False,False,False,True,False
8500,1100,2,2,False,False,True,False,False,False,False,True,False
5000,450,1,1,False,False,True,False,False,False,False,True,False
23000,1100,2,2,False,False,True,False,False,False,False,True,False
5500,650,2,1,False,False,True,False,False,False,False,True,False
8500,780,2,1,False,False,True,False,False,False,False,True,False
22000,1100,3,2,False,True,False,False,False,False,False,True,False
5500,800,1,1,False,False,True,False,False,False,False,True,False
7000,500,1,2,False,True,False,False,False,False,False,True,False
5000,400,1,1,False,False,True,False,False,False,False,True,False
5000,450,1,1,False,False,True,False,False,False,False,True,False
6500,550,2,1,False,False,True,False,False,False,False,True,False
8000,600,2,1,False,False,True,False,False,False,False,True,False
5500,200,1,1,False,False,True,False,False,False,False,True,False
6000,500,2,1,False,True,False,False,False,False,False,True,False
5500,450,1,1,False,False,True,False,False,False,False,True,False
10000,1050,2,2,False,False,True,False,False,False,False,True,False
10000,1000,3,2,False,False,True,False,False,False,False,True,False
10000,1200,2,2,False,True,False,False,False,False,False,True,False
12000,1100,3,2,False,True,False,False,False,False,False,True,False
5200,220,1,1,False,False,True,False,False,False,False,True,False
4000,350,1,1,False,False,True,False,False,False,False,True,False
30000,1100,3,1,False,False,True,False,False,False,False,True,False
5146,800,2,1,False,False,True,False,False,False,False,True,False
12000,950,2,1,False,False,True,False,False,False,False,True,False
7000,1200,3,1,False,False,True,False,False,False,False,True,False
8500,700,2,1,False,True,False,False,False,False,False,True,False
7000,500,1,1,False,False,True,False,False,False,False,True,False
9500,570,2,1,False,False,True,False,False,False,False,True,False
8000,650,2,1,False,False,True,False,False,False,False,True,False
15000,1200,3,3,False,False,True,False,False,False,False,True,False
22500,960,5,2,False,False,True,False,False,False,False,True,False
12500,1250,2,2,False,True,False,False,False,False,False,True,False
34000,120,3,2,True,False,False,False,False,False,False,True,False
14000,950,3,2,False,True,False,False,False,False,False,True,False
9500,600,1,1,False,False,True,False,False,False,False,True,False
7000,750,2,1,False,False,True,False,False,False,False,True,False
20000,1200,3,2,False,False,True,False,False,False,False,True,False
6500,400,1,1,False,True,False,False,False,False,False,True,False
7500,600,1,1,True,False,False,False,False,False,False,True,False
6500,700,2,1,False,False,True,False,False,False,False,True,False
9500,850,2,1,False,True,False,False,False,False,False,True,False
1800,500,1,1,False,True,False,False,False,False,False,True,False
7500,650,2,1,False,False,True,False,False,False,False,True,False
10000,800,2,2,False,True,False,False,False,False,False,True,False
15000,830,3,2,False,False,True,False,False,False,False,True,False
7000,600,2,1,False,False,True,False,False,False,False,True,False
6000,800,2,1,False,False,True,False,False,False,False,True,False
14000,1200,2,2,False,True,False,False,False,False,False,True,False
22000,1000,2,2,True,False,False,False,False,False,False,True,False
18000,750,2,2,False,False,True,False,False,False,False,True,False
10000,800,2,2,False,False,True,False,False,False,False,True,False
6000,1200,2,2,False,False,True,False,False,False,False,True,False
10000,750,2,1,False,False,True,False,False,False,False,True,False
10000,1500,3,2,False,True,False,False,False,False,False,True,False
5000,300,1,1,False,False,True,False,False,False,False,True,False
10000,800,3,1,False,False,True,False,False,False,False,True,False
7000,450,2,2,False,False,True,False,False,False,False,True,False
10000,1200,4,2,True,False,False,False,False,False,False,True,False
6000,500,2,2,False,True,False,False,False,False,False,True,False
18000,900,2,2,False,True,False,False,False,False,False,True,False
8000,460,2,1,False,False,True,False,False,False,False,True,False
8000,530,2,1,False,True,False,False,False,False,False,True,False
13000,650,2,2,False,True,False,False,False,False,False,True,False
20000,700,2,2,False,True,False,False,False,False,False,True,False
6000,400,2,1,False,False,True,False,False,False,False,True,False
12000,1000,2,2,False,False,True,False,False,False,False,True,False
10000,400,1,1,False,True,False,False,False,False,False,True,False
14000,700,2,2,False,False,True,False,False,False,False,True,False
10000,850,2,2,False,True,False,False,False,False,False,True,False
10500,558,2,2,False,False,True,False,False,False,False,True,False
6000,800,2,1,False,False,True,False,False,False,False,True,False
12000,900,2,2,False,False,True,False,False,False,False,True,False
14000,1600,3,2,True,False,False,False,False,False,False,True,False
3700,150,1,1,False,False,True,False,False,False,False,True,False
40000,1600,3,2,False,False,True,False,False,False,False,True,False
